Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label,lstm_sentiment_labeling,lstm_sentiment_score,lstm_matches_vader,roberta_sentiment_labeling,roberta_sentiment_score,distilbert_sentiment_labeling,distilbert_sentiment_score
"Japan must close the borders to Chinese travelers and visiters again. 
Filsy and dangerous.",japan must close the borders to chinese travelers and visiters again filsy and dangerous,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.8206742,1,Negative,0.856151223,Negative,0.799342573
Lord not again ðŸ˜‚,lord not again ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.6550075,1,Negative,0.692653179,Negative,0.708456635
Great !! Now theres going to be another thousand billionaires!!,great now theres going to be another thousand billionaires,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.6249}",0.6249,Positive,Positive,0.94676745,1,Positive,0.475711048,Positive,0.762695968
It's been fucking 6 days in 2025,its been fucking 6 days in 2025,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.83078074,1,Negative,0.896564007,Negative,0.820432723
Come LORD JESUS,come lord jesus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Positive,0.56873447,0,Neutral,0.605558991,Positive,0.878147066
Ban all Chinese  to other's  countries,ban all chinese to others countries,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.9767158,1,Negative,0.563364029,Negative,0.755785882
ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ fake western India propaganda,ðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿ fake western india propaganda,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Negative,Negative,0.98367405,1,Neutral,0.600882232,Negative,0.816884339
This country is being a burden for the world,this country is being a burden for the world,"{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative,Neutral,0.91831446,0,Negative,0.935713589,Negative,0.960862458
What's new.....another virus from china!!,whats newanother virus from china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9708444,1,Negative,0.612630844,Negative,0.782952368
From 13th Jan Kumbha Mela is starting. If single person has HMPV virus and he/she goes to Mela then it is man-made disaster. Hope our gov will do somethingðŸ¤ž,from 13th jan kumbha mela is starting if single person has hmpv virus and heshe goes to mela then it is manmade disaster hope our gov will do somethingðÿž,"{'neg': 0.121, 'neu': 0.794, 'pos': 0.085, 'compound': -0.296}",-0.296,Negative,Negative,0.607283,1,Negative,0.853319347,Negative,0.937036574
Stop eating dog ðŸ•ðŸ• the spirit is hunting youðŸ˜¢ðŸ˜¢,stop eating dog ðÿðÿ the spirit is hunting youðÿðÿ,"{'neg': 0.202, 'neu': 0.642, 'pos': 0.156, 'compound': -0.128}",-0.128,Negative,Negative,0.90731007,1,Negative,0.879216373,Positive,0.678185344
Chuck Fina!,chuck fina,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.99112505,1,Neutral,0.506941199,Positive,0.776711643
New Software export.. please rest of the world start anti-virus software ðŸ˜¢ðŸ˜¢ðŸ˜¢,new software export please rest of the world start antivirus software ðÿðÿðÿ,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}",0.3182,Positive,Positive,0.64482844,1,Neutral,0.578896224,Positive,0.759818137
On repeat? Wow,on repeat wow,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859}",0.5859,Positive,Positive,0.84061116,1,Positive,0.853456974,Positive,0.920526922
"I understood, china literally playing with the life's of human all over the world,it's a Bio-war, because otherside,Russia-Ukraine,Iran-Israel,fighting with weapons,but china cunningly releasing virus, I sense in future there are deadly viruses going to release out",i understood china literally playing with the lifes of human all over the worldits a biowar because othersiderussiaukraineiranisraelfighting with weaponsbut china cunningly releasing virus i sense in future there are deadly viruses going to release out,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2023}",0.2023,Positive,Positive,0.8445733,1,Negative,0.878503919,Positive,0.633329928
Because they literally eat everything that moves,because they literally eat everything that moves,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.99000764,1,Negative,0.629983783,Positive,0.671788514
What if china govt just using tactics to reduce world problems by reducing world population? ðŸ:trade_mark:‚,what if china govt just using tactics to reduce world problems by reducing world population ðÿtrade_mark,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,Negative,0.8343121,1,Neutral,0.643514454,Negative,0.654642642
OMG ðŸ˜² not again bloody China shame on u thooooooo u spoilt entire human race,omg ðÿ² not again bloody china shame on u thooooooo u spoilt entire human race,"{'neg': 0.168, 'neu': 0.702, 'pos': 0.13, 'compound': -0.1764}",-0.1764,Negative,Negative,0.8818515,1,Negative,0.957795441,Negative,0.957552731
"Brainrot people making fun of India calling it dirty should get out of their delusion and look what they get from the most advanced country, A new virus in every half decade",brainrot people making fun of india calling it dirty should get out of their delusion and look what they get from the most advanced country a new virus in every half decade,"{'neg': 0.077, 'neu': 0.773, 'pos': 0.149, 'compound': 0.4005}",0.4005,Positive,Negative,0.75041604,0,Negative,0.913467526,Positive,0.71156913
They must be doing something in the lab and would have enhanced it in the process,they must be doing something in the lab and would have enhanced it in the process,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.91812354,1,Neutral,0.759742141,Positive,0.524330556
Ohh Boi here we go again,ohh boi here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9254365,1,Negative,0.538509607,Positive,0.767650306
Stupid channel. Spread fake news.,stupid channel spread fake news,"{'neg': 0.684, 'neu': 0.316, 'pos': 0.0, 'compound': -0.7579}",-0.7579,Negative,Negative,0.9922881,1,Negative,0.895557582,Negative,0.984214723
Banned China,banned china,"{'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.4588}",-0.4588,Negative,Negative,0.919468,1,Negative,0.543382823,Negative,0.920504868
Ban chinese people ðŸ˜:registered:ðŸ˜:registered:ðŸ˜:registered:in every airport around the world..ðŸ˜:registered:ðŸ˜:registered:ðŸ˜:registered:,ban chinese people ðÿregisteredðÿregisteredðÿregisteredin every airport around the worldðÿregisteredðÿregisteredðÿregistered,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.98038834,1,Negative,0.613919377,Negative,0.621046484
"Oh, come on! You don't seriously think you will convince people this time! At least be more creative with the script and images! Again China, again a ""dangerous virus"", again the only cure pushed is a vax... Geez, world controllers are so dumb!",oh come on you dont seriously think you will convince people this time at least be more creative with the script and images again china again a dangerous virus again the only cure pushed is a vax geez world controllers are so dumb,"{'neg': 0.141, 'neu': 0.73, 'pos': 0.129, 'compound': -0.388}",-0.388,Negative,Negative,0.7458133,1,Negative,0.926676691,Negative,0.973828554
Whats wrong with these people,whats wrong with these people,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.93768823,1,Negative,0.914625645,Negative,0.979874432
Iâ€:trade_mark:ve played these games before.,iâtrade_markve played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.97159207,1,Neutral,0.819327712,Negative,0.582550228
What did they eat this time ?,what did they eat this time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.99396616,1,Neutral,0.783017337,Negative,0.830792904
"China is the DJ Khaled of viruses ""another one"" ......",china is the dj khaled of viruses another one,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.66231227,1,Negative,0.776263118,Negative,0.644280493
What we eat can also be a great problem for othersðŸ˜‚,what we eat can also be a great problem for othersðÿ,"{'neg': 0.171, 'neu': 0.57, 'pos': 0.259, 'compound': 0.34}",0.34,Positive,Positive,0.7605271,1,Negative,0.631900251,Negative,0.551543653
It is very wise to completely stop air travel from and to China at this time,it is very wise to completely stop air travel from and to china at this time,"{'neg': 0.125, 'neu': 0.704, 'pos': 0.171, 'compound': 0.2263}",0.2263,Positive,Negative,0.5900304,0,Neutral,0.479827762,Positive,0.674588084
LIFE HAS BECOME A MOVIE!,life has become a movie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.94113827,1,Negative,0.518175006,Positive,0.920771301
"I am her ex-boyfriend, and I am from Shanghai. I abandoned her several years ago. That's why she made up these fake news.",i am her exboyfriend and i am from shanghai i abandoned her several years ago thats why she made up these fake news,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.7269}",-0.7269,Negative,Negative,0.832286,1,Negative,0.825631082,Negative,0.951065063
"Another biological war by China.Request Govt to be alert. Since he can't fight face to face,China will again tumble the economy of world.
Govt pls be on Alert",another biological war by chinarequest govt to be alert since he cant fight face to facechina will again tumble the economy of world govt pls be on alert,"{'neg': 0.112, 'neu': 0.661, 'pos': 0.227, 'compound': 0.2462}",0.2462,Positive,Negative,0.9382057,0,Negative,0.650291562,Negative,0.826401234
As I sit here....riddled with some bs bug that feels like I'm 16yrs old with the flu....haven't been sic like this in over 30yrs....2025 might be my last year....here I come stephanie â¤ good luck everyone.,as i sit hereriddled with some bs bug that feels like im 16yrs old with the fluhavent been sic like this in over 30yrs2025 might be my last yearhere i come stephanie â good luck everyone,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.872}",0.872,Positive,Positive,0.9958088,1,Negative,0.838354349,Negative,0.563517928
IVE PLAYED THESE GAMES BEFORE!!!!,ive played these games before,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive,Positive,0.9890085,1,Neutral,0.841114998,Negative,0.679379165
Its pure diversion from taxation issue ðŸ˜‚,its pure diversion from taxation issue ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9703728,1,Negative,0.624889851,Negative,0.51580739
This country is a serious headache,this country is a serious headache,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative,Negative,0.8059882,1,Negative,0.933690608,Negative,0.987848163
if you ordered anything on temu etc make sure to wear a mask and sanitize everything you bought there even the packaging,if you ordered anything on temu etc make sure to wear a mask and sanitize everything you bought there even the packaging,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3182}",0.3182,Positive,Positive,0.62947196,1,Neutral,0.813982487,Positive,0.876065671
ðŸ˜‚ That May Worker for Christmas India but we are not falling in the same trap,ðÿ that may worker for christmas india but we are not falling in the same trap,"{'neg': 0.158, 'neu': 0.752, 'pos': 0.089, 'compound': -0.3147}",-0.3147,Negative,Negative,0.58338434,1,Neutral,0.522907734,Negative,0.543564975
China should be quarantined,china should be quarantined,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9675664,1,Negative,0.780302525,Negative,0.809185743
no other media is reporting on virus. why india is obssesed with china.,no other media is reporting on virus why india is obssesed with china,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,Negative,0.7361041,1,Negative,0.704550922,Negative,0.748698056
Please stop  reports fake news,please stop reports fake news,"{'neg': 0.552, 'neu': 0.208, 'pos': 0.24, 'compound': -0.4588}",-0.4588,Negative,Negative,0.96839905,1,Negative,0.805256307,Negative,0.928847969
"Its called karma, God 
Knows how to deal with wrongdoers",its called karma god knows how to deal with wrongdoers,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.2732,Positive,Positive,0.57719713,1,Negative,0.546536624,Positive,0.8708148
"Children adolescents, she is terrible when it comes to prouncinations.",children adolescents she is terrible when it comes to prouncinations,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.7863492,1,Negative,0.870945454,Negative,0.975220501
"Why can't they stop eating those weird shit bruh !
ðŸ¥´",why cant they stop eating those weird shit bruh ðÿ,"{'neg': 0.374, 'neu': 0.493, 'pos': 0.133, 'compound': -0.5286}",-0.5286,Negative,Negative,0.96697783,1,Negative,0.933394194,Negative,0.979799807
How come this isn't a bigger headline ðŸ¤” ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,how come this isnt a bigger headline ðÿ ðÿðÿðÿðÿðÿðÿðÿðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9589637,1,Negative,0.693315089,Negative,0.77774173
Its not specifically china but seems like a Political tactic between countries and politicians to affect the world economy together once again.,its not specifically china but seems like a political tactic between countries and politicians to affect the world economy together once again,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.5023}",0.5023,Positive,Negative,0.5911631,0,Negative,0.56774807,Positive,0.771710157
Weather  forecast,weather forecast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9544911,1,Neutral,0.856934845,Positive,0.556664646
China is using another Bio weapon so get ready ðŸ˜·â˜£ï¸â˜£ï¸â€¼ï¸,china is using another bio weapon so get ready ðÿâïâïâ¼ï,"{'neg': 0.17, 'neu': 0.616, 'pos': 0.214, 'compound': 0.1477}",0.1477,Positive,Negative,0.7394778,0,Neutral,0.554373562,Positive,0.725854039
Here we go again!!,here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97943157,1,Negative,0.542321742,Positive,0.833614945
Pharma mafia will loot us,pharma mafia will loot us,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9560493,1,Negative,0.841896117,Positive,0.713384092
